Room,Door,Lead to,Logic,Status,Notes,,Original (before Aloha edits),Final Logic ?
Quarry 15,Quarry15Left,Quarry22Right,"(Quarry15Upper + Quarry15Upper_Lever + (high_jump + (double_jump | dodge | WALL_DASH))) 
| (Quarry15LowerLeft | Quarry15LowerRight) + (double_jump + high_jump) ",Done,,,,"(Quarry15Upper + Quarry15Upper_Lever + (high_jump + (double_jump | dodge | WALL_DASH))) 
| (Quarry15LowerLeft | Quarry15LowerRight) + (double_jump + high_jump) "
Quarry 15,Quarry15LowerLeft,Quarry24Upper,"(Quarry15Upper + Quarry15Upper_Lever + (dodge | double_jump | WALL_DASH)) 
| (Quarry15LowerRight + (wall_grab | high_jump)) 
| (Quarry15Left + (wall_grab | high_jump | double_jump))",Done,"Transition not labeled as Hidden (no changes required, just a naming observation)",,,"(Quarry15Upper + Quarry15Upper_Lever + (dodge | double_jump | WALL_DASH)) 
| (Quarry15LowerRight + (wall_grab | high_jump)) 
| (Quarry15Left + (wall_grab | high_jump | double_jump))"
Quarry 15,Quarry15LowerRight,Quarry31Upper,"(Quarry15Upper + Quarry15Upper_Lever) 
| (Quarry15Left | Quarry15LowerLeft) + (wall_grab | double_jump | high_jump) ",Done,think LowerLeft has same req as Left,,"(Quarry15Upper + Quarry15Upper_Lever) 
| Quarry15Left + (wall_grab | double_jump | high_jump) 
| Quarry15LowerLeft","(Quarry15Upper + Quarry15Upper_Lever) 
| (Quarry15Left | Quarry15LowerLeft) + (wall_grab | double_jump | high_jump) "
Quarry 15,Quarry15Upper,Quarry07Lower,(Quarry15Left | Quarry15LowerLeft | Quarry15LowerRight) + ((double_jump | high_jump) + ((dodge + wall_grab) | WALL_DASH)),Done,,fixing up parenthesis,(Quarry15Left | Quarry15LowerLeft | Quarry15LowerRight) + (double_jump + (dodge + wall_grab) | WALL_DASH),(Quarry15Left | Quarry15LowerLeft | Quarry15LowerRight) + ((double_jump | high_jump) + ((dodge + wall_grab) | WALL_DASH))
Quarry 16,Quarry16Right,Quarry18HiddenLeft,None,Done,,,,None
Quarry 17,Quarry17Right,Quarry21HiddenLeft,None,Done,,,,None
Quarry 18,Quarry18HiddenLeft,Quarry16Right,"(Quarry18Upper + (double_jump + dodge) | wall_grab | high_jump) 
| (Quarry18LowerLeft + (high_jump | (wall_grab + ((dodge | double_jump) | wall_charge))))",Done,"double_jump isnt always required, interchangable with dodge",,"(Quarry18Upper + (double_jump + dodge) | wall_grab | high_jump) 
| (Quarry18LowerLeft + double_jump | high_jump | (wall_grab + (dodge | wall_charge)))","Quarry18Upper + (double_jump + dodge | wall_grab | high_jump) 
| Quarry18LowerLeft + (high_jump | wall_grab + (dodge | double_jump | wall_charge))"
Quarry 18,Quarry18LowerLeft,Quarry09Right,Quarry18Upper | Quarry18HiddenLeft,Done,,,,Quarry18Upper | Quarry18HiddenLeft
Quarry 18,Quarry18Upper,Quarry12Lower,(Quarry18LowerLeft | Quarry18HiddenLeft) + (double_jump | high_jump),Done,,,,(Quarry18LowerLeft | Quarry18HiddenLeft) + (double_jump | high_jump)
Quarry 19,Quarry19LowerRight,Quarry09Left,Quarry19UpperRight,Done,,,,Quarry19UpperRight
Quarry 19,Quarry19UpperRight,Quarry23LowerLeft,Quarry19LowerRight + (double_jump | wall_grab | high_jump),Done,,,,Quarry19LowerRight + (double_jump | wall_grab | high_jump)
Quarry 20,Quarry20Left,Quarry12Right,Quarry20Right,Done,,,,Quarry20Right
Quarry 20,Quarry20Right,Quarry22Left,Quarry20Left,Done,,,,Quarry20Left
Quarry 21,Quarry21HiddenLeft,Quarry17Right,(Quarry21Right | Quarry21Lower) + (double_jump + dash_charge),Done,,,,(Quarry21Right | Quarry21Lower) + (double_jump + dash_charge)
Quarry 21,Quarry21Lower,Quarry14Upper,Quarry21Right | (Quarry21HiddenLeft + Quarry17Right + dash_charge),Unsure,Multiple connections are required for dash_charge,,,Quarry21Right | (Quarry17Right + dash_charge)
Quarry 21,Quarry21Right,Quarry12Left,(Quarry21Lower | (Quarry21HiddenLeft + Quarry17Right + dash_charge)) + (high_jump + (dodge | double_jump | WALL_DASH)  | (double_jump + (dodge | WALL_DASH))),Done,"I dont think double_jump is enough in first block, adding some parenthesis",,(Quarry21Lower | (Quarry21HiddenLeft + Quarry17Right + dash_charge)) + ((high_jump + dodge | double_jump | WALL_DASH)  | (double_jump + (dodge | WALL_DASH))),(Quarry21Lower | (Quarry17Right + dash_charge)) + (high_jump + (dodge | double_jump | WALL_DASH)  | (double_jump + (dodge | WALL_DASH)))
Quarry 22,Quarry22Left,Quarry20Right,Quarry22Right ,Done,,,,Quarry22Right 
Quarry 22,Quarry22Right,Quarry15Left,Quarry22Left,Done,,,,Quarry22Left
Quarry 23,Quarry23LowerLeft,Quarry19UpperRight,Quarry23UpperLeft,Done,,,,Quarry23UpperLeft
Quarry 23,Quarry23UpperLeft,Quarry14Right,Quarry23LowerLeft + ((wall_grab + (dodge | wall_charge)) | double_jump | high_jump),Done,,,,Quarry23LowerLeft + ((wall_grab + (dodge | wall_charge)) | double_jump | high_jump)
Quarry 24,Quarry24Upper,Quarry15LowerLeft,None,Done,,,,None
Quarry 31,Quarry31Right,Roots17Left,Quarry31Upper + EVT_ev_s_e6050_Master_Defeat,Unsure,Requires Defeating Gilroy in Center01,,,Quarry31Upper + EVT_ev_s_e6050_Master_Defeat
Quarry 31,Quarry31Upper,Quarry15LowerRight,Quarry31Right + EVT_ev_s_e6050_Master_Defeat + (wall_grab | high_jump),Unsure,,,,Quarry31Right + EVT_ev_s_e6050_Master_Defeat + (wall_grab | high_jump)
Roots 1,Roots01Left,Roots04Right,None,Done,,,,None
Roots 2,Roots02Right,Roots03Left,None,Done,,,,None
Roots 3,Roots03Left,Roots02Right,Roots03Right + EVT_ev_n_LilyEvent_Forest_001 + EVT_ev_n_LilyEvent_Garden_001,Done,,"this 2 event checks?: Lily in sorc academy -> Lily in crim forest
",Roots03Right ,Roots03Right + EVT_ev_n_LilyEvent_Forest_001 + EVT_ev_n_LilyEvent_Garden_001
Roots 3,Roots03Right,Roots24Left,Roots03Left,Done,does not really require dive,,Roots03Left + dive,Roots03Left
Roots 4,Roots04Left,Roots21Right,Roots04Right | Roots04Upper,Done,,,,Roots04Right | Roots04Upper
Roots 4,Roots04Right,Roots01Left,Roots04Left | Roots04Upper,Done,,,,Roots04Left | Roots04Upper
Roots 4,Roots04Upper,Roots20Lower,"(Roots04Left | Roots04Right) 
+ ((double_jump + wall_grab) | high_jump)",Done,,,,"(Roots04Left | Roots04Right) 
+ ((double_jump + wall_grab) | high_jump)"
Roots 5,Roots05Right,Roots12LowerLeft,Roots05Upper,Done,,,,Roots05Upper
Roots 5,Roots05Upper,Roots09Lower,Roots05Right + high_jump,Done,,,,Roots05Right + high_jump
Roots 6,Roots06Lower,Roots07Upper,Roots06Right + pile_attack + (wall_grab | high_jump) + dash_charge,Done,"wall_grab is certainly easier, high_jump works as well",,Roots06Right + pile_attack + wall_grab + dash_charge,Roots06Right + pile_attack + (wall_grab | high_jump) + dash_charge
Roots 6,Roots06Right,Sewer09Left,None,Done,,,,None
Roots 7,Roots07Right,Roots08Left,"(Roots07Left + Roots11Right + dash_charge + double_jump) 
| (Roots07Upper + (double_jump | wall_grab | high_jump))",Done,,,,"(Roots11Right + dash_charge + double_jump) 
| (Roots07Upper + (double_jump | wall_grab | high_jump))"
Roots 7,Roots07Left,Roots11Right,(Roots07Right | Roots07Upper) + dash_charge,Done,"I might be crazy, double_jump is not required",,"(Roots07Right | Roots07Upper) 
+ (dash_charge + double_jump)",(Roots07Right | Roots07Upper) + dash_charge
Roots 7,Roots07Upper,Roots06Lower,"(Roots07Left + Roots11Right + dash_charge + double_jump + (wall_grab | high_jump)) 
| (Roots07Right + (high_jump | (double_jump + wall_grab)))",Done,Roots07Left block can prob be reorganized (similar to 07Right),,,"(Roots11Right + dash_charge + double_jump + (wall_grab | high_jump)) 
| (Roots07Right + (high_jump | (double_jump + wall_grab)))"
Roots 8,Roots08Left,Roots07Right,None,Done,,,,None
Roots 9,Roots09Lower,Roots05Upper,None,Done,,,,None
Roots 9,Roots09Right,Roots12UpperLeft,"(Roots09Lower + high_jump) 
| (Roots09Upper + dash_charge)",Done,,,,"(Roots09Lower + high_jump) 
| (Roots09Upper + dash_charge)"
Roots 9,Roots09Upper,Roots10LowerLeft,"((Roots09Right + (high_jump | (double_jump + wall_grab)))
| Roots09Lower + high_jump) 
+ dash_charge",Done,Added Lower,,Roots09Right + (high_jump | (double_jump + wall_grab)) + dash_charge,"((Roots09Right + (high_jump | (double_jump + wall_grab)))
| Roots09Lower + high_jump) 
+ dash_charge"
Roots 10,Roots10LowerLeft,Roots09Upper,Roots10LowerRight + (high_jump | (double_jump + wall_grab)) + pile_attack,Done,Added pile_attack,,Roots10LowerRight + (high_jump | (double_jump + wall_grab)),Roots10LowerRight + (high_jump | (double_jump + wall_grab)) + pile_attack
Roots 10,Roots10LowerRight,Roots11HiddenUpper,None,Done,,,,None
Roots 11,Roots11HiddenUpper,Roots10LowerRight,"Roots11Right | Roots11Lower 
+ (high_jump | (double_jump + wall_grab)) ",Done,,,,"Roots11Right | Roots11Lower 
+ (high_jump | (double_jump + wall_grab)) "
Roots 11,Roots11Lower,Roots12Upper,"(Roots11HiddenUpper | Roots11Right) 
+ Roots11Lower_Lever",Done,do we need a new row for Roots11Lower_Lever?,,,"(Roots11HiddenUpper | Roots11Right) 
+ Roots11Lower_Lever"
Roots 11,Roots11Right,Roots07Left,"(Roots11HiddenUpper + (dodge | high_jump | WALL_DASH | (double_jump + wall_grab))) 
| (Roots11Lower + (high_jump | (double_jump + wall_grab)))",Done,dodge does not seem realistic outside of having wall_grab - would recommend removing,,,"(Roots11HiddenUpper + (dodge | high_jump | WALL_DASH | (double_jump + wall_grab))) 
| (Roots11Lower + (high_jump | (double_jump + wall_grab)))"
Roots 12,Roots12LowerLeft,Roots05Right,"(Roots12Upper | Roots12UpperLeft) 
+ (Roots09Right + (double_jump | high_jump) + WALL_DASH) + pile_attack",Unsure,"WALL_DASH requires roots09
Added pile_attack",,"(Roots12Upper | Roots12UpperLeft) 
+ (Roots09Right + (double_jump | high_jump) + WALL_DASH)",(Roots12Upper | Roots12UpperLeft) + ((double_jump | high_jump) + WALL_DASH) + pile_attack
Roots 12,Roots12Upper,Roots11Lower,Roots12UpperLeft + (high_jump | (double_jump + wall_grab)),Done,,,,Roots12UpperLeft + (high_jump | (double_jump + wall_grab))
Roots 12,Roots12UpperLeft,Roots09Right,Roots12Upper,Done,,,,Roots12Upper
Roots 13,Roots13Lower,Roots20Upper,Roots13LowerLeft | Roots13UpperLeft | Roots13Right,Done,,,,Roots13LowerLeft | Roots13UpperLeft | Roots13Right
Roots 13,Roots13LowerLeft,Roots14Right,Roots13UpperLeft | Roots13Lower | Roots13Right,Done,,,,Roots13UpperLeft | Roots13Lower | Roots13Right
Roots 13,Roots13Right,Roots23Left,"(Roots13Lower | Roots13LowerLeft) + (high_jump | (double_jump + wall_grab))
| (Roots13UpperLeft + (high_jump | (wall_grab + (double_jump | wall_charge))))",Done,think the high_jump was supposed to be an | not +,,"(Roots13Lower | Roots13LowerLeft) + (high_jump | (double_jump + wall_grab))
| (Roots13UpperLeft + (high_jump + (wall_grab + (double_jump | wall_charge))))","(Roots13Lower | Roots13LowerLeft) + (high_jump | (double_jump + wall_grab))
| (Roots13UpperLeft + (high_jump | (wall_grab + (double_jump | wall_charge))))"
Roots 13,Roots13UpperLeft,Roots16Right,"(Roots13Lower | Roots13LowerLeft) + (high_jump | (double_jump + wall_grab))
| (Roots13Right + (high_jump | (wall_grab + (double_jump | wall_charge))))",Done,think the high_jump was supposed to be an | not +,,"(Roots13Lower | Roots13LowerLeft) + (high_jump | (double_jump + wall_grab))
| (Roots13Right + (high_jump + (wall_grab + (double_jump | wall_charge))))","(Roots13Lower | Roots13LowerLeft) + (high_jump | (double_jump + wall_grab))
| (Roots13Right + (high_jump | (wall_grab + (double_jump | wall_charge))))"
Roots 14,Roots14Left,Roots15Right,Roots14Right + (wall_grab + (double_jump | dodge | wall_charge) | high_jump + (double_jump | dodge | wall_charge)),Done,there are high_jump options here,,Roots14Right + wall_grab + (double_jump | dodge | wall_charge),Roots14Right + (wall_grab + (double_jump | dodge | wall_charge) | high_jump + (double_jump | dodge | WALL_DASH))
Roots 14,Roots14Right,Roots13LowerLeft,Roots14Left + (wall_grab + double_jump | high_jump + (dodge | double_jump)),Done,there are high_jump options here,there is a pretty small space for wall_charge option (have not added),Roots14Left + wall_grab + double_jump,Roots14Left + (wall_grab + double_jump | high_jump + (dodge | double_jump))
Roots 15,Roots15Left,Roots18UpperRight,Roots15Right,Done,,,,Roots15Right
Roots 15,Roots15Right,Roots14Left,Roots15Left + high_jump,Done,,,,Roots15Left + high_jump
Roots 16,Roots16Left,Roots17Right,Roots16Right + (high_jump | wall_grab),Done,,,,Roots16Right + (high_jump | wall_grab)
Roots 16,Roots16Right,Roots13UpperLeft,Roots16Left,Done,,,,Roots16Left
Roots 17,Roots17Left,Quarry31Right,"Roots17Right + (dodge | double_jump) 
+ hook",Done,,,,"Roots17Right + (dodge | double_jump) 
+ hook"
Roots 17,Roots17Right,Roots16Left,"Roots17Left + (double_jump | dodge) 
+ hook",Done,,,,"Roots17Left + (double_jump | dodge) 
+ hook"
Roots 18,Roots18LowerRight,Roots19Left,Roots18UpperRight,Done,"no requirements are necessary (the platforms phase, just hold right on the one directly above the door)",,Roots18UpperRight + (dodge | double_jump | WALL_DASH),Roots18UpperRight
Roots 18,Roots18UpperRight,Roots15Left,Roots18LowerRight  + (high_jump | (dodge + double_jump)),Done,,,,Roots18LowerRight  + (high_jump | (dodge + double_jump))
Roots 19,Roots19Left,Roots18LowerRight,Roots19Right,Done,,,,Roots19Right
Roots 19,Roots19Right,Roots21Left,Roots19Left,Done,,,,Roots19Left
Roots 20,Roots20Lower,Roots04Upper,Roots20Upper + Roots20Upper_Lever,Done,,,,Roots20Upper + Roots20Upper_Lever
Roots 20,Roots20Upper,Roots13Lower,Roots20Lower + wall_grab + (dodge | double_jump),Done,,,,Roots20Lower + wall_grab + (dodge | double_jump)
Roots 21,Roots21Left,Roots19Right,(Roots21Right | Roots21Lower) + (wall_grab + hook + (double_jump | dodge)),Done,"dodge + double_jump are not both required
hook is not required with high_jump - does seem to require double_jump + dodge, not wall_grab though",Also has objects that must be broken,(Roots21Right | Roots21Lower) + (wall_grab + hook + double_jump + dodge),(Roots21Right | Roots21Lower) + (wall_grab + hook + (double_jump | dodge))
Roots 21,Roots21Lower,Roots22Upper,"(Roots21Left + hook + dodge + double_jump + (wall_grab | high_jump)) 
| Roots21Right",Done,"hook is not required with high_jump;
high_jump does not require wall_grab either",Also has objects that must be broken (from Roots21Left),,"(Roots21Left + hook + dodge + double_jump + (wall_grab | high_jump)) 
| Roots21Right"
Roots 21,Roots21Right,Roots04Left,"(Roots21Lower + (WALL_DASH | dodge | double_jump)) 
| (Roots21Left + hook + dodge + double_jump + (wall_grab | high_jump)) ",Done,can also be high_jumping out of Roots21Lower? (high_jump + (dodge | double_jump)); probably also need to split wall_grab and wall_charge from WALL_DASH reference,Also has objects that must be broken,,"(Roots21Lower + (WALL_DASH | dodge | double_jump)) 
| (Roots21Left + hook + dodge + double_jump + (wall_grab | high_jump)) "
Roots 22,Roots22Upper,Roots21Lower,None,Done,,,,None
Roots 23,Roots23Left,Roots13Right,None,Done,,,,None
Roots 24,Roots24HiddenLeft,Roots30Right,"(Roots24Left | Roots24LowerLeft | Roots24LowerRight | Roots24Right | Roots24UpperLeft | Roots24UpperRight) 
+ (high_jump + (dodge | double_jump) | dive + WALL_DASH + double_jump)",Done,"2 main options I see to get to the WALL_DASH spot:
high_jump + dodge + jump
dive + dodge + jump
so (high_jump | dive) + dodge + double_jump + WALL_DASH",,,"(Roots24Left | Roots24LowerLeft | Roots24LowerRight | Roots24Right | Roots24UpperLeft | Roots24UpperRight) 
+ (high_jump + (dodge | double_jump) | dive + double_jump) + WALL_DASH "
Roots 24,Roots24Left,Roots03Right,"(Roots24HiddenLeft 
| ((Roots24LowerLeft | Roots24LowerRight | Roots24Right | Roots24UpperLeft | Roots24UpperRight) + (wall_grab | dodge | double_jump)) 
+ dive)",Done,"does not require dive, small jump works",,,"(Roots24HiddenLeft 
| ((Roots24LowerLeft | Roots24LowerRight | Roots24Right | Roots24UpperLeft | Roots24UpperRight) + (wall_grab | dodge | double_jump)) 
+ dive)"
Roots 24,Roots24LowerLeft,Roots29Upper,"((Roots24Left | Roots24HiddenLeft | Roots24LowerRight | Roots24Right | Roots24UpperLeft | Roots24UpperRight) 
+ (dodge | wall_grab | double_jump) 
+ dive)",Done,can actually pile_attack and the water will pull you into the room; dive optional!,,,"((Roots24Left | Roots24HiddenLeft | Roots24LowerRight | Roots24Right | Roots24UpperLeft | Roots24UpperRight) 
+ (dodge | wall_grab | double_jump) 
+ dive)"
Roots 24,Roots24LowerRight,Roots26Upper,"(Roots24UpperRight 
| (Roots24Left | Roots24HiddenLeft | Roots24Right | Roots24UpperLeft | Roots24LowerLeft) 
+ (dodge | wall_grab | double_jump) 
+ dive)",Done,can actually pile_attack and the water will pull you into the room; dive optional,,,"(Roots24UpperRight 
| (Roots24Left | Roots24HiddenLeft | Roots24Right | Roots24UpperLeft | Roots24LowerLeft) 
+ (dodge | wall_grab | double_jump) 
+ dive)"
Roots 24,Roots24Right,Roots25Left,"((Roots24UpperRight | Roots24LowerRight)
| (Roots24Left | Roots24HiddenLeft | Roots24UpperLeft | Roots24LowerLeft) 
+ (dodge | wall_grab | double_jump) 
+ dive)",Done,dont need dive to go to right; although climbing the waterfall is a little tricky,,,"((Roots24UpperRight | Roots24LowerRight)
| (Roots24Left | Roots24HiddenLeft | Roots24UpperLeft | Roots24LowerLeft) 
+ (dodge | wall_grab | double_jump) 
+ dive)"
Roots 24,Roots24UpperLeft,Roots28Lower,"((Roots24Left | Roots24HiddenLeft | Roots24LowerRight | Roots24Right | Roots24LowerLeft | Roots24UpperRight) 
+ (dodge | wall_grab | double_jump) 
+ dive)",Done,,,,"((Roots24Left | Roots24HiddenLeft | Roots24LowerRight | Roots24Right | Roots24LowerLeft | Roots24UpperRight) 
+ (dodge | wall_grab | double_jump) 
+ dive)"
Roots 24,Roots24UpperRight,Roots27Lower,"((Roots24Left | Roots24HiddenLeft | Roots24LowerRight | Roots24Right | Roots24UpperLeft | Roots24LowerLeft) 
+ (dodge | wall_grab | double_jump) 
+ dive)",Done,,,,"((Roots24Left | Roots24HiddenLeft | Roots24LowerRight | Roots24Right | Roots24UpperLeft | Roots24LowerLeft) 
+ (dodge | wall_grab | double_jump) 
+ dive)"
Roots 25,Roots25Left,Roots24Right,Roots25Right + dive,Done,dive is not really required :),do we want to add heal to this requirement?,,Roots25Right + dive + (heal | assist_012 | assist_001)
Roots 25,Roots25Right,Swamp10Left,Roots25Left + dive,Done,dive is not really required :),NOTE; the only way into this zone at large does require TORRENT from Swamp10Left,,Roots25Left + dive
Roots 26,Roots26Upper,Roots24LowerRight,None,Done,"I feel like this should require dive, to exit this respite",,,None
Roots 27,Roots27Lower,Roots24UpperRight,None,Done,,,,None
Roots 28,Roots28Lower,Roots24UpperLeft,None,Done,,,,None
Roots 29,Roots29Upper,Roots24LowerLeft,None,Done,,,,None
Roots 30,Roots30Right,Roots24HiddenLeft,None,Done,,,,None
Ruins 1,Ruins01Left,Ruins15Right,Ruins01Right,Done,,,,Ruins01Right
Ruins 1,Ruins01Right,Ruins02UpperLeft,Ruins01Left,Done,,,,Ruins01Left
Ruins 2,Ruins02LowerLeft,Ruins07UpperRight,(Ruins02LowerRight | Ruins02UpperLeft | Ruins02UpperRight) + Ruins07UpperRight_Lever,Done,assuming Lever does not need to be mentioned for exiting LowerLeft for other rooms?,,,(Ruins02LowerRight | Ruins02UpperLeft | Ruins02UpperRight) + Ruins07UpperRight_Lever
